Sentence,Topic scores,Assigned topic
"['doi:10.1371/journal.pone.0071377.g001', 'Total', 'diversity', 'higher', 'centromeric', 'region', '(', 'Figure', 'S17', 'Text', 'S1', ')', '.']","[0.18776172510674125, 0, 0.3695052640074161, 0, 0, 0.1944782902520136, 0, 0, 0, 0]",9
"['Diversity', 'within', 'different', 'genetic', 'group', 'slightly', 'lower', 'centromeric', 'region', '(', '0.26', 'compared', '0.30', 'genome', 'wide', ')', 'systematically', 'flint', '(', '0.21', 'NF', '0.26', 'EF', ')', '(', 'Figure', 'S17', 'Text', 'S1', ')', '.']","[0.15984705534999305, 0, 0.7601152757434527, 0, 0, 0.3165870681047377, 0.19763635008259747, 0.4677490283300596, 0, 0]",2
"['pattern', 'particularly', 'clear', 'chromosome', '1', ',', '2', ',', '4', ',', '6', '8', '.']","[0.3452948654827737, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
"['Centromeric', 'region', 'chromosome', 'also', 'presented', 'high', 'relative', 'differentiation', 'among', 'group', '(', 'FST', ')', '(', '0.31', ',', '0.21', ',', '0.25', 'compared', '0.16', 'genome', 'wide', ')', '.']","[0.40761298005528174, 0, 0.38103496096476897, 0, 0, 0.19345767965699723, 0, 0, 0.27123990384475316, 0]",2
"['chromosome', ',', 'centromere', 'display', 'specific', 'differentiation', 'pattern', '.']","[0.30043047258782923, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Phenotypic', 'variation', 'male', '(', 'MFLW', ')', ',', 'female', 'flowering', 'time', '(', 'FFLW', ')', ',', 'anthesis', 'silking', 'interval', '(', 'ASI', ')', 'association', 'genetics', 'analysis', 'present', 'design', 'included', 'eight', 'additional', 'field', 'experiment', 'compared', 'previous', 'study', 'included', 'two', 'experiment', '[', '21,30', ']', '.']","[0.21650170115078188, 0, 0, 0.13868422007808656, 0, 0, 0.3736725536657488, 0, 0.33564922500113253, 0]",6
"['Plot', 'heritability', '0.96', ',', '0.97', '0.45', 'FFLW8', ',', 'MFLW8', 'ASI8', ',', 'respectively', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
"['confirmed', 'high', 'phenotypic', 'variation', 'FFLW8', '(', 'sd', '=', '168', 'GDD', '13.6', 'day', ')', ',', 'MFLW8', '(', 'sd', '=', '161.5', 'GDD', '12.9', 'day', ')', ',', 'ASI8', '(', 'sd', '=', '26', 'GDD', '2.2', 'day', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0.152772957083515, 0, 0]",6
"['variation', 'appeared', 'closely', 'related', 'population', 'structure', '(', 'R2', '=', '0.51', ',', '0.54', '0.11', 'FFLW8', ',', 'MFLW8', 'ASI8', ',', 'respectively', ')', '.']","[0, 0, 0.4100555145693857, 0, 0, 0, 0.30289519067366394, 0, 0, 0.26512937166836126]",6
"['FFLW8', ',', 'group', 'adjusted', 'mean', '762', '(', '641', ')', ',', '763', '(', '635', ')', ',', '943', '(', '673', ')', ',', '889', '(', '623', ')', '1181', '(', '633', ')', 'NF', ',', 'EF', ',', 'SS', ',', 'CBD', 'Trop', ',', 'respectively', '(', 'see', 'Table', 'S5', 'Text', 'S1', 'trait', ')', '.We', 'tested', 'several', 'structure', 'kinship', 'matrix', 'FFLW8', 'association', 'study', 'order', 'avoid', 'excess', 'false', 'positive', '.']","[0, 0, 0.21274192511679554, 0, 0, 0.35782515141626514, 0.1300907049353732, 0, 0.10573816143898533, 0]",5
"['Figure', 'S18', 'Text', 'S1', 'illustrates', 'logarithm', 'cumulative', 'P-values', 'obtained', '.']","[0, 0, 0.5125202196559655, 0, 0, 0.25402209577102197, 0, 0, 0, 0]",2
"['stronger', 'correction', 'obtained', 'model', 'involving', 'kinship', 'matrix', 'calculated', '29911', 'Panzea', 'SNPs', '.']","[0, 0, 0.2482032385000683, 0, 0, 0, 0.20911204996509578, 0, 0, 0]",2
"['Adding', 'structure', 'matrix', 'change', 'P-values', 'case', '.']","[0, 0, 0.2797571417349847, 0, 0, 0, 0, 0, 0, 0]",2
"['model', 'involving', 'structure', 'matrix', 'calculated', '55', 'SSRs', 'either', 'IBS', 'IBD', 'kinship', 'calculated', '94', 'SSRs', 'equivalent', '.']","[0, 0, 0.17192138828060802, 0, 1.118947721162466, 0, 0.17124163866595565, 0, 0, 0]",4
"['Considering', 'limited', 'difference', 'SSR', 'SNP', 'based', 'estimate', 'population', 'structure', 'kinship', ',', 'used', 'model', 'Q55SSRs+KIBS', '(', '94SSRs', ')', 'reference', 'avoid', 'using', 'SNPs', 'candidate', 'locus', 'population', 'structure', 'kinship', 'estimation', '.']","[0, 0, 0.27237544246454964, 0, 0, 0.5950551421534322, 0.27238366361240063, 0, 0, 0]",2
"['illustrated', 'Figure', 'S18', 'Text', 'S1', ',', 'P-values', 'obtained', 'model', 'Q55SSRs+KIBS', '(', '30KSNPs', ')', 'globally', 'higher', 'Q55SSRs+KIBS', '(', '94SSRs', ')', '.']","[0, 0, 0.35105024474333457, 0, 0, 1.3228213030732203, 0.15744936275128663, 0, 0, 0]",5
"['However', ',', 'association', 'significant', 'P-values,1025', 'obtained', 'model', 'Q55SSRs+KIBS', '(', '94SSRs', ')', 'remained', 'highly', 'significant', '(', 'P-val-', 'ues,1023', ')', 'model', 'Q55SSRs+KIBS', '(', '30KSNPs', ')', '.']","[0, 0, 0.1633996870571568, 0, 0, 1.0044708989685744, 0.6194562813597438, 0, 0.1376647771828641, 0]",5
"['P-values', 'two', 'model', 'globally', 'strongly', 'related', ',', 'notable', 'exception', 'centromeric', 'region', 'chromosome', '8', ',', 'marker', 'P-value', '1027', 'Q55SSRs+KIBS', '(', '94SSRs', ')', 'never', '1023', 'Q55SSRs+KIBS', '(', '30KSNPs', ')', '.']","[0.29811307004572174, 0, 0.12301954092852842, 0, 0.12301954092852842, 1.1753814338028463, 0.2633844646959716, 0, 0.1512089181777736, 0]",5
"['probably', 'relates', 'large', 'number', 'marker', 'high', 'LD', 'region', ',', 'consequently', 'important', 'contribution', 'KIBS', '(', '30KSNPs', ')', 'kinship', 'estimation', '(', 'Rincent', 'et', 'al.', ',', 'pers', '.']","[0.16641922700382872, 0.33126984184942004, 0.3055740626116024, 0, 0.13670808671692175, 0.22349965360315383, 0.13670808671692175, 0.33126984184942004, 0, 0.33126984184942004]",5
"['com', '.', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['association', 'statistic', 'obtained', 'FFLW8', 'summarized', 'Figure', '2', '.']","[0, 0, 0.6607614779197785, 0, 0, 0, 0, 0, 0.2963577869177452, 0]",2
"['FDR', '5', '%', 'corresponded', 'P-value,1023', '.']","[0, 0, 0, 0, 0, 0.3567888636916574, 0, 0, 0.3567888636916574, 0]",8
"['Considering', 'threshold', ',', '673', 'marker', 'associated', 'FFLW8', ',', '843', 'MFLW8', '145', 'ASI8', '.']","[0, 0, 0.18367424327670925, 0, 0.18367424327670925, 0, 0.18367424327670925, 0, 0, 0]",4
"['Among', 'association', 'FFLW8', ',', '96', '(', 'corresponding', '18', 'region', ')', 'P-value', '1025', ',', '50', '1026', '(', 'corresponding', 'Bonferroni', 'correction', ')', '7', '1027', '(', 'corresponding', 'break', 'point', 'PLOS', 'ONE', '|', 'www.plosone.org', '7', 'August', '2013', '|', 'Volume', '8', '|', 'Issue', '8', '|', 'e71377', 'Genome', 'Scan', 'Flowering', 'Time', 'Adaptation', 'Maize', 'Figure', '2', '.']","[1.2210308922263462, 0.10076836201886995, 0.22895551425823202, 0, 0, 0.12209908703188903, 0.3067222033036491, 0, 0.44139564149682703, 0.14166389440161256]",0
"['Manhattan', 'plot', 'female', 'flowering', '(', 'FFLW8', ')', 'association', 'across', 'whole', 'genome', '.']","[0.2404003249822721, 0, 0.26427684314298644, 0, 0, 0, 0.2404003249822721, 0, 0.5107989355876549, 0]",0
"['P-values', 'obtained', 'mixed', 'model', 'including', 'structure', 'matrix', 'obtained', 'using', 'STRUCTURE', 'software', '55', 'SSRs', 'kinship', 'matrix', 'obtained', '94', 'SSRs', 'IBS', 'measure', '.']","[0, 0, 0.7816154301030003, 0, 0.9171394205481851, 0, 0.14035727879820484, 0, 0, 0]",2
"['Horizontal', 'dashed', 'line', 'indicates', 'Bonferroni-corrected', '5', '%', 'significance', 'threshold', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['doi:10.1371/journal.pone.0071377.g002', 'pas', 'P-value', 'distribution', ',', 'Figure', 'S18', 'Text', 'S1', ')', '.']","[0, 0, 0.18682017653224947, 0, 0, 0.39101795926033345, 0, 0, 0.19301737833243368, 0]",5
"['two', 'latter', 'category', 'corresponded', '14', '5', 'region', ',', 'respectively', '.']","[0.3099825210359956, 0, 0, 0, 0, 0, 0, 0.436425930610593, 0, 0]",8
"['Considering', 'MFLW8', ',', '108', 'marker', 'P-values', '1025', ',', 'including', '77', 'common', 'FFLW8', '.']","[0, 0, 0.19361611922917094, 0, 0.19361611922917094, 0, 0.19361611922917094, 0, 0, 0]",4
"['ASI8', ',', 'seven', 'marker', 'P-values', '1025', 'shared', 'FFLW8', 'MFLW8', '(', 'Table', 'S6', 'Table', 'S7', 'Text', 'S1', ')', '.']","[0, 0, 0.15433274635487945, 0, 0.15433274635487945, 0.19459489406647013, 0.15433274635487945, 0, 0, 0]",6
"['adding', 'Vgt1', '(', 'presence-absence', 'Mite', 'allele', ')', ',', 'strong', 'effect', 'flowering', 'time', '(', '7', 'day', ')', 'according', '[', '21', ']', ',', 'covariate', 'model', ',', 'marker', 'remained', 'significant', 'FFLW8', '(', 'result', 'shown', ')', '.']","[0.28270285485656577, 0, 0.13635447957285, 0, 0.13635447957285, 0.32993332739685977, 0.7690925438770126, 0, 0.7406043097839741, 0]",2
"['estimated', 'effect', 'marker', 'P-value,1025', 'ranged', '44', '(', '3.5', 'day', ')', '123.5', 'GDD', '(', '9.9', 'day', ')', ',', 'majority', 'small', 'effect', 'strong', 'effect', '(', 'Figure', 'S19', 'Text', 'S1', ')', '.']","[0, 0, 0.26533568389671935, 0, 0.12117547535042324, 0.7507687553289264, 0.12117547535042324, 0, 0.14894229322526986, 0]",5
"['bottom', 'envelope', 'Figure', '3', 'illustrates', 'locus', 'low', 'MAF', 'necessitate', 'greater', 'absolute', 'effect', 'significance', 'threshold', '.']","[0, 0, 0.1932259070421205, 0, 0, 0.20062388392741445, 0.186801160118732, 0, 0, 0]",8
"['also', 'observed', 'significant', 'test', 'early', 'allele', 'generally', 'highest', 'frequency', 'highest', 'absolute', 'effect', 'corresponded', 'extreme', 'frequency', '(', 'Figure', '3', ')', '.']","[0, 0, 0.17245971812811708, 0, 0, 0.5760455602506724, 0.20673169539498787, 0, 0, 0]",0
"['Estimated', 'genetic', 'variance', 'associated', 'locus', 'significant', 'effect', 'ranged', '0', '(', 'discarding', 'limited', 'number', 'low', 'negative', 'value', ')', '34', '%', ',', 'three-quarters', 'value', '10', '%', '(', 'Figure', 'S20', 'Text', 'S1', ')', 'according', 'linear', 'mixed', 'model', '(', 'lmm', ')', '0', '9', '%', 'according', 'linear', 'model', '(', 'lm', ')', '.']","[0, 0, 0.24288137714750108, 0, 0, 0.5192401528308765, 0.509159970473627, 0, 0.2576383340684686, 0]",2
"['proportion', 'early', 'allele', 'one', 'line', 'negatively', 'correlated', '(', '20.84', ')', 'FFLW8', 'therefore', 'positively', 'correlated', 'precocity', '(', 'Figure', 'S21', 'Text', 'S1', ')', '.']","[0, 0, 0.16760350710500285, 0, 0.233718163375669, 0.5634383546344026, 0, 0, 0, 0]",5
"['analysis', 'complemented', 'multi-locus', 'analysis', 'FFLW8', 'starting', '96', 'marker', 'significant', 'individual', 'effect', '(', 'P-value,1025', ')', '.']","[0, 0, 0.16292138789549382, 0, 0.16292138789549382, 0.4014995355210014, 0.5826435167224605, 0, 0.20025409480280468, 0]",0
"['first', 'marker', 'included', 'ZCN8', '(', '#', '23', ')', 'expected', '.']","[0, 0, 0.28995288870256375, 0, 0.28995288870256375, 0, 0.28995288870256375, 0, 0, 0.9250377822742962]",6
"['nine', 'first', 'marker', 'added', 'model', 'significant', '(', 'P-value,1023', ')', 'conditionally', 'previous', 'model', '.']","[0, 0, 0.2054571906358671, 0, 0.2054571906358671, 0.2525367863788669, 0.9673118120857519, 0, 0.2525367863788669, 0]",6
"['last', 'marker', 'entering', 'model', '(', 'P-value,0.05', ')', '29th', '.']","[0, 0, 0.2508167374437299, 0, 0.2508167374437299, 0.30829027033826334, 0.5369978755390328, 0, 0.30829027033826334, 0]",0
"['AIC', 'continued', 'decrease', '71', 'marker', 'included', 'model', '(', 'see', 'Table', 'S8', 'order', 'inclusion', 'marker', ')', '.']","[0, 0, 0.33408266318668123, 0, 0.33408266318668123, 0, 0.5246763168301579, 0, 0, 0]",6
"['polygenic', 'variance', 'explained', ',', 'structure', 'effect', 'removed', ',', '62', '%', 'considering', '29', 'first', 'marker', '66', '%', '71', 'marker', '.']","[0, 0, 0.5253281645341283, 0, 0.3340160794753168, 0.20629339704647076, 0.3340160794753168, 0, 0, 0.30417424205441673]",0
"['Finally', ',', 'avoid', 'possible', 'confusion', 'population', 'structure', 'marker', 'effect', ',', 'estimated', 'marker', 'effect', 'ANOVA', 'three', 'different', 'genetic', 'group', '(', 'flint', ',', 'dent', 'tropicals', ')', '.']","[0, 0, 0.7987879010493073, 0, 0.29456791343907707, 0.5332541212334041, 0.29456791343907707, 0, 0, 0]",5
"['96', 'marker', 'P-value,1025', 'FFLW8', 'entire', 'panel', 'lmm', ',', 'marker', 'effect', 'higher', 'tropicals', '(', 'median', '=', '162', 'GDD', ')', 'compared', 'dent', '(', '75', 'GDD', ')', 'flint', '(', '53', 'GDD', ')', '.']","[0, 0, 0.22823512669286042, 0, 0.22823512669286042, 0.28122856839256927, 0.22823512669286042, 0, 0.14026709227213238, 0]",2
"['Among', ',', '70', 'significant', 'tropicals', ',', '34', 'dent', ',', '6', 'flint', '(', 'P-value,1023', ')', '.']","[0, 0, 0, 0, 0, 0.28497809061776774, 0.3306421621768946, 0, 0.28497809061776774, 0]",2
"['significant', 'effect', 'sign', 'entire', 'panel', 'highly', 'significant', 'three', 'genetic', 'group', '.']","[0, 0, 0.4541521410213344, 0, 0, 0.4755697696512677, 0.5686450902591181, 0, 0, 0]",2
"['addition', ',', '110', 'marker', '(', 'P-', 'significant', 'value,1026', ')', 'least', 'one', 'group', ',', '9', 'flint', ',', '63', 'dent', '39', 'tropicals', ',', 'mean', 'effect', '80', ',', '120', '230', 'GDD', ',', 'respectively', '.']","[0, 0, 0.2990044508646653, 0, 0.13906377982028795, 0.5026460931308578, 0.33738267471047134, 0, 0.1709296226081225, 0]",6
"['Regions', 'highest', 'contribution', 'flowering', 'time', 'variation', 'Zea', 'CENTRORADIALIS', 'Table', '3', 'summarizes', 'information', '18', 'significant', 'locus', 'selected', 'among', 'cluster', 'locus', 'along', 'genome', 'showing', 'major', 'contribution', 'flowering', 'time', 'variation', 'according', 'model', 'Q55SSRs+KIBS', '(', '94SSRs', ')', 'Q55SSRs+KIBS', '(', '30KSNPs', ')', ',', 'well', '10', 'additional', 'locus', 'strongly', 'selection', '.']","[0.37130619934015885, 0, 0.09985747202125046, 0, 0, 0.7454876197704714, 0.9101407374183962, 0, 0.4808359811302443, 0]",5
"['Regarding', 'first', 'aspect', ',', 'marker', 'explained', 'highest', 'genetic', 'variance', '(', '24', '9', '%', 'lmm', 'lm', ',', 'respectively', ')', 'highest', 'P-value', '(', '10213', ',', '10212', ',', '1024', 'FFLW8', ',', 'MFLW8', 'ASI8', ',', 'respectively', ')', 'located', 'chromosome', '8', '(', '#', '23', 'Table', '3', ',', '123506141', 'bp', ')', ',', 'gene', 'ZCN8', '5000', 'bp', '(', 'GRMZM2G179264', ',', '123501085', 'bp', ')', '.']","[0.10523086488155889, 0, 0.18566917342946757, 0.1470466361813589, 0.08725858217378406, 0.10725349576690278, 0.08725858217378406, 0, 0.10725349576690278, 0.2783813801601313]",0
"['marker', '50K', 'Illumina', 'array', 'closer', 'gene', '.']","[0, 0, 0.2509561420735673, 0, 0.2509561420735673, 0, 0.2509561420735673, 0, 0, 0]",6
"['effect', '108', 'GDD', '(', '9.7', 'day', ')', '.']","[0, 0, 0, 0, 0, 0.37061011529190807, 0, 0, 0, 0]",6
"['PZB02155.1', '1', 'Mb', 'apart', '(', '124657056', 'bp', ')', ',', 'found', 'associated', 'flowering', 'time', 'NAM', 'population', '[', '4', ']', 'panel', 'including', 'structure', 'model', '.']","[0.35299277054551276, 0, 0.19503387669575806, 0, 0, 0, 0.5472555145517668, 0, 0.35299277054551276, 0]",2
"['8', 'Mb', 'apart', 'Vgt1', 'Mite', '(', '131984851', 'bp', ')', ',', 'major', 'flowering', 'time', 'QTL', 'cloned', '[', '24', ']', '.']","[0.3568379077395313, 0, 0, 0.557512999860298, 0, 0, 0.3568379077395313, 0, 0.9348179115498422, 0]",3
"['Vgt1', 'Mite', 'presented', 'association', 'P-value,10214', 'SAS', 'GLM', '[', '32', ']', 'P-value,1029', 'lmm', 'study', '.']","[0, 0, 0, 0, 0, 0.3767023191834904, 0, 0, 1.0661432404662765, 0]",8
"['LD', '(', 'r2', ')', 'ZCN8', '(', 'marker', '#', '25', ')', 'Vgt1', 'Mite', '0.3', '.']","[0, 0, 0.93742504581687, 0, 0.2590838477969598, 0, 0.2590838477969598, 0, 1.287832463647096, 0.38251526591713597]",8
"['marker', 'remained', 'significant', 'adding', 'Vgt1', 'Mite', 'linear', 'mixed', 'model', '.']","[0, 0, 0.20972208912317988, 0, 0.20972208912317988, 0, 0.748099087238589, 0, 0.7042823238426333, 0]",6
"['ZCN8', 'located', 'two', 'flowering', 'time', 'meta', 'QTL', 'defined', 'meta', 'analysis', '[', '22', ']', '(', 'green', 'meta', 'QTL', 'Vgt2', 'blue', 'meta', 'QTL', 'Vgt1', 'Figure', '3', 'paper', ')', ',', 'marker', 'umc1592', '(', '125903155', 'bp', ')', ',', 'border', 'Vgt1', 'QTL', '.']","[0.17199890143480953, 0, 0.18165435631880547, 0.5156979992791682, 0.08295926372637649, 0, 0.254958165161186, 0, 0.42699154331856826, 0.12248229711893711]",2
"['(', '118167604', 'bp', ')', 'marker', 'pdc1', 'marker', 'main', 'contribution', 'FFLW8', 'located', 'chromosome', '1', '(', '#', '2', ')', ',', '2', '(', '#', '5', ')', ',', '3', '(', '#', '7', ',', '#', '9', ')', ',', '4', '(', '#', '11', ')', ',', '5', '(', '#', '14', ')', ',', '8', '(', '#', '24', ')', ',', '9', '(', '#', '27', ',', '#', '28', ')', ',', 'genetic', 'variance', 'ranging', '10', '23', '%', 'according', 'lmm', '3', '6', '%', 'according', 'lm', '.']","[0.14361511862069493, 0, 0.37248151519003614, 0.20068370740589495, 0.23817444898255805, 0, 0.23817444898255805, 0.20410225799086484, 0, 0.39879413073629294]",2
"['Ten', 'additional', 'locus', 'displayed', 'intermediary', 'effect', '.']","[0, 0, 0, 0, 0, 0.32458931236794, 0.30222553230207566, 0, 0, 0]",0
"['According', 'projection', 'flowering', 'time', 'meta', 'QTL', '[', '10', ']', 'maize', 'sequence', ',', 'seven', 'associated', 'marker', 'found', 'meta', 'QTLs', '(', '#', '2', ',', '#', '4', ',', '#', '5', ',', '#', '6', ',', '#', '15', ',', '#', '16', ',', '#', '17', ')', '.']","[0.30161765512663763, 0.14757441217645256, 0.14547754891135597, 0.22608228889623863, 0.14547754891135597, 0, 0.5946696162144461, 0, 0.30161765512663763, 0.24134372296923184]",4
"['Five', 'locus', 'next', 'one', 'NAM', '[', '4', ']', 'association', '(', '#', '9', ',', '#', '11', ',', '#', '15', ',', '#', '16', ',', 'ZCN8', '#', '23', ')', '.']","[0, 0, 0, 0, 0, 0, 0.2635676066177955, 0, 0.2614758844752865, 1.105757537187976]",2
"['Note', 'PLOS', 'ONE', '|', 'www.plosone.org', '8', 'August', '2013', '|', 'Volume', '8', '|', 'Issue', '8', '|', 'e71377', 'Genome', 'Scan', 'Flowering', 'Time', 'Adaptation', 'Maize', 'Figure', '3', '.']","[1.8927717049230846, 0.5019811475854351, 0.3939264171564353, 0, 0, 0, 0.527726877429378, 0, 0.3543511893992356, 0.2437379616859277]",0
"['Distribution', 'SNP', 'effect', '(', 'GDD', ')', 'according', 'early', 'allele', 'frequency', '.']","[0, 0, 0, 0, 0, 0.9730585425808689, 0, 0, 0, 0]",5
"['figure', ',', '673', 'marker', 'P-value,1023', 'represented', '.']","[0, 0, 0.5650425113767423, 0, 0.25804782042028324, 0.31717832361732395, 0.25804782042028324, 0, 0.31717832361732395, 0]",6
"['(', ')', 'inbred', 'line', '(', 'row', ')', 'SNPs', '(', 'column', ')', ',', 'red', 'blue', 'color', 'correspond', 'presence', 'late', 'early', 'allele', ',', 'respectively', '.']","[0, 0, 0, 0, 0, 0.40554111522108083, 0, 0, 0, 0]",8
"['(', 'B', ')', 'absolute', 'SNP', 'effect', 'versus', 'frequency', 'early', 'allele', 'significant', 'association', '.']","[0, 0, 0, 0, 0, 0.886775254403218, 0.3182466187176641, 0, 0.25462334900671063, 0]",0
"['Different', 'color', 'correspond', 'different', 'P-value', 'threshold', '.']","[0, 0, 0, 0, 0, 0.2751748555011603, 0, 0, 0.2751748555011603, 0]",8
"['doi:10.1371/journal.pone.0071377.g003', '(', '1027', ',', 'P-', 'marker', 'slightly', 'lower', 'P-values', 'value,1025', ')', 'close', 'NAM', 'association', '[', '4', ']', 'included', 'meta', 'QTLs', '[', '10', ']', 'majority', '(', '#', '4', ',', '#', '6', ',', '#', '17', ',', '#', '21', ',', '#', '22', ')', '.']","[0, 0, 0.11627718627519201, 0, 0.11627718627519201, 0.14292158312996858, 0.11627718627519201, 0, 0.2755935006499046, 0.19290103003550899]",5
"['Several', 'associated', 'marker', 'close', 'ZCN', 'gene', 'locus', 'associated', 'flowering', 'time', 'study', '(', '#', '4', '5', 'Mb', 'ZCN4', ',', '400', 'kb', 'NAM', 'PHM3457.6', ',', 'meta', 'QTL', '2_4', ';', '#', '17', ',', '200', 'kb', 'NAM', 'PHM4748.16', ',', '1', 'Mb', 'ZCN7', ',', 'meta', 'QTL', '6_3', ';', '#', '23', '5000', 'bp', 'ZCN8', ',', '1', 'Mb', 'NAM', 'PZB02155.1', ';', '#', '16', ',', 'meta', 'QTL', '6_1', ',', '1', 'Mb', 'ZCN15', ',', '5', 'Mb', 'NAM', 'PZA00355.2', ';', '#', '5', ':', 'centromere', 'chromosome', '2', ',', '5', 'Mb', 'ZCN21', ',', 'meta', 'QTL', '2_4', ')', '.']","[0.1728620834145715, 0, 0.0527137590252903, 0.3276834779234336, 0.0527137590252903, 0, 0.22263224229575598, 0, 0.10929109343055188, 0.2556237489102908]",2
"['Note', '#', '15', 'may', 'involved', 'sugar', 'pathway', 'observed', 'Arabidopsis', '[', '68', ']', '.']","[0, 0.38232590395159133, 0, 0, 0, 0, 0, 0, 0, 0]",1
